-0.119560,0.960894,1.978132,-0.954778,-0.190453,0.679440,-1.514765,-0.762693,-0.251671,0.169908,1.178661,-0.903263,0.830953,0.085087,0.215046
1.263964,0.673054,0.501468,-1.359132,-0.557456,1.264589,-0.495828,0.797165,-1.161583,0.481752,0.000128,1.974293,0.830953,0.085087,0.724633
0.637462,0.872328,0.304579,1.533556,-0.452598,1.313351,-0.495828,-0.372729,-1.161583,0.958689,0.993793,0.459790,-1.668812,0.544814,1.002590
1.446693,0.429497,1.978132,1.471348,-0.557456,0.923252,0.209590,0.797165,-0.479149,0.866971,0.508515,0.611240,-0.835557,0.544814,0.882142
0.637462,0.695196,1.682799,2.000119,-0.452598,1.508401,-1.436386,-1.542623,-1.502800,0.628502,0.739600,-0.070286,-1.668812,0.774677,0.659777
0.663567,1.602999,2.371909,2.155640,-0.872029,1.313351,-0.574208,-1.542623,-0.706627,0.637674,1.825699,-0.146011,-1.668812,0.085087,0.613450
1.707736,2.067972,2.273465,2.031223,-0.662313,1.898500,-0.182309,0.407201,-0.251671,0.408377,1.871916,-0.373187,-1.668812,0.314951,0.316963
2.438654,1.049461,2.076576,-1.701278,-0.976887,1.630307,0.758249,1.187130,-0.934105,-0.114420,0.970685,1.368492,0.830953,-1.179160,-0.035116
1.942674,1.293018,0.107690,0.258285,-0.976887,1.459638,0.993388,1.187130,-1.275322,0.124048,1.525288,0.156889,-1.252185,0.085087,0.122393
2.125403,2.931493,1.190578,0.631535,0.910554,2.629935,-1.436386,0.797165,0.999458,-0.829827,3.027341,-1.357614,0.830953,1.234403,-1.471227
1.133443,0.673054,2.470353,0.662639,-0.085595,0.581916,-1.593145,0.017236,-0.479149,-0.949061,0.647166,-1.206164,-0.418929,-0.029844,-0.767069
-0.015143,1.270876,1.289022,1.626869,-0.295311,0.703822,-1.201246,0.017236,1.226936,-0.903202,0.416081,1.444217,0.830953,-0.029844,-0.609560
1.002922,0.805904,1.289022,0.880369,-1.029316,0.752584,0.287970,0.797165,-1.275322,-0.215311,0.970685,-0.524637,-0.835557,-0.029844,-0.387195
1.472798,0.340931,2.371909,0.289389,2.535851,1.532782,-0.339068,0.797165,0.999458,-2.361531,-0.115415,0.232614,0.830953,1.809061,-1.906693
0.219795,0.872328,1.978132,0.382702,1.749417,0.825728,-0.182309,0.797165,-0.706627,-1.407655,1.016902,-1.433339,0.830953,2.728514,-1.406370
0.559150,0.119515,1.682799,0.569327,1.277557,0.411247,-1.671525,0.797165,1.795630,-1.059124,0.092562,-0.600362,0.830953,-0.489570,-0.739273
1.107339,1.403725,1.485910,-1.016986,0.228978,0.972015,-1.122866,0.797165,0.544502,-0.793139,1.594614,-0.903263,0.414326,0.774677,-0.887517
1.420589,0.274506,0.993689,-0.861465,-0.295311,0.898871,-0.025549,0.797165,-0.934105,-0.307030,0.138779,0.384065,0.830953,-0.259707,-0.035116
0.559150,-0.389740,0.993689,-0.426007,-0.295311,0.289341,-0.809347,0.797165,0.317024,0.821111,-0.254066,-0.448912,-0.002302,0.544814,1.123038
