4.8,15,1,8,43,9.3,71,1,20,1024.3,14.3,48,2,11,1025.5
5.5,15.8,1.2,8.2,57,7.2,79,1,19,1028.2,15.1,47,3,13,1023.7
7.2,16,2,0.5,72,12.8,41,8,28,1014.9,15.5,49,8,24,1013.6
10.8,17.1,1.6,3.9,69,12.4,59,6,11,1013.4,12.9,72,7,37,1009.1
8.9,16.6,3.6,4.9,52,12.3,64,6,22,1010.3,13.7,71,7,9,1004.4
9.6,10.6,2.2,5,85,10.1,61,2,35,992.2,7.7,78,2,30,991.8
7.2,11,2.2,4.2,70,8.8,66,7,20,991.6,10.5,52,2,11,996.8
4.1,9.2,3.8,4.2,59,5.7,82,3,9,1002.6,7.6,63,3,24,1007.5
5.5,13.1,0.4,5.6,50,9.1,67,6,19,1021.1,12.8,52,2,9,1021.7
2.8,12.3,0.4,7.9,44,5.4,82,1,15,1022.9,12.1,60,5,22,1018.7
4.4,13.6,1.4,5.4,31,6.8,80,6,17,1022.6,11.2,66,6,9,1023.6
3.6,12.3,0.4,8.6,30,5.6,90,6,15,1025,11.9,63,2,9,1022.2
2.6,13.3,1.2,7.4,35,3.9,88,1,17,1019.3,11.9,60,6,13,1017.7
3.9,11.3,0.8,6.4,22,6.3,96,7,6,1021.1,10.8,65,1,11,1017.2
2.9,12.1,1,6.2,39,3.7,90,7,19,1010.3,10.8,62,4,19,1005.7
3.7,14.4,1,7,41,6.2,79,7,13,1002.4,13,58,2,20,997.7
6.1,17.9,2,8,98,14.4,59,3,26,994,15.4,46,3,57,988.5
5.9,15,3.4,8,87,7.3,70,6,11,1003.9,14.7,48,7,35,997.9
7.3,12.9,0.6,3,61,10.2,73,5,24,997,10.7,61,7,22,996.1
6.1,12.1,1.8,3.7,52,8.1,62,3,19,995.5,9.5,61,7,13,997.2
4.2,12.5,1.8,6.9,43,7.3,67,1,11,1015.9,11.2,57,7,7,1016.1
3.3,13.3,1.6,8.1,31,5.3,81,1,19,1020.1,12.9,53,1,19,1016.3
5.3,12.4,1.2,1.5,46,7.4,75,7,19,1010.9,12.3,57,7,24,1005.4
7.4,13.9,2,3.5,59,10.6,62,1,20,997.4,12.6,56,7,35,992.2
6.6,13.3,2.2,5.9,65,7.9,70,1,26,1004.5,13,44,6,17,1005.9
7.2,12.9,2.6,5.6,46,10,70,5,24,1009.6,11.3,70,4,17,1008.1
8.7,13.9,1.2,3.8,54,9.3,72,7,13,1005.1,13.8,60,5,20,1002
5.7,14.4,2,8.9,43,8.6,75,1,7,1009.9,13.8,53,4,11,1007.3
4.8,10.9,0.4,1.8,31,6,94,8,2,996.2,9.3,87,7,6,988.4
